Freq.	V(n003)
3.09029543251356e+03	(-1.24075821933001e+00dB,-5.73125308332524e+01°)
3.16227766016835e+03	(-1.31389625081595e+00dB,-5.86507064091777e+01°)
3.23593656929625e+03	(-1.39131753394476e+00dB,-6.00141829183454e+01°)
3.31131121482588e+03	(-1.47323114837581e+00dB,-6.14026391833870e+01°)
3.38844156139199e+03	(-1.55984890645939e+00dB,-6.28156624805758e+01°)
3.46736850452528e+03	(-1.65138429019574e+00dB,-6.42527435864142e+01°)
3.54813389233572e+03	(-1.74805126039484e+00dB,-6.57132723651652e+01°)
3.63078054770097e+03	(-1.85006294256036e+00dB,-6.71965340363193e+01°)
3.71535229097168e+03	(-1.95763019759300e+00dB,-6.87017062639051e+01°)
3.80189396320557e+03	(-2.07096008927155e+00dB,-7.02278572083116e+01°)
3.89045144994276e+03	(-2.19025426451059e+00dB,-7.17739446752597e+01°)
3.98107170553493e+03	(-2.31570726646696e+00dB,-7.33388164851974e+01°)
4.07380277804108e+03	(-2.44750480450347e+00dB,-7.49212121693822e+01°)
4.16869383470331e+03	(-2.58582200862321e+00dB,-7.65197660761849e+01°)
4.26579518801588e+03	(-2.73082169905956e+00dB,-7.81330119429274e+01°)
4.36515832240161e+03	(-2.88265270404028e+00dB,-7.97593889554331e+01°)
4.46683592150958e+03	(-3.04144826015047e+00dB,-8.13972492803485e+01°)
4.57088189614870e+03	(-3.20732453003820e+00dB,-8.30448670154481e+01°)
4.67735141287193e+03	(-3.38037927132266e+00dB,-8.47004484621261e+01°)
4.78630092322633e+03	(-3.56069068841962e+00dB,-8.63621435838783e+01°)
4.89778819368441e+03	(-3.74831649560090e+00dB,-8.80280584766827e+01°)
5.01187233627267e+03	(-3.94329321503593e+00dB,-8.96962686436829e+01°)
5.12861383991359e+03	(-4.14563572797617e+00dB,-9.13648328392047e+01°)
5.24807460249767e+03	(-4.35533709085702e+00dB,-9.30318072273858e+01°)
5.37031796370247e+03	(-4.57236862117818e+00dB,-9.46952595896420e+01°)
5.49540873857618e+03	(-4.79668025088969e+00dB,-9.63532833134750e+01°)
5.62341325190343e+03	(-5.02820113798048e+00dB,-9.80040109028236e+01°)
5.75439937337150e+03	(-5.26684052035408e+00dB,-9.96456267668507e+01°)
5.88843655355582e+03	(-5.51248879016976e+00dB,-1.01276379068812e+02°)
6.02559586074351e+03	(-5.76501876186644e+00dB,-1.02894590448114e+02°)
6.16595001861475e+03	(-6.02428710324930e+00dB,-1.04498667465175e+02°)
6.30957344480186e+03	(-6.29013589641306e+00dB,-1.06087108658423e+02°)
6.45654229034648e+03	(-6.56239429393615e+00dB,-1.07658511143756e+02°)
6.60693448007588e+03	(-6.84088023567194e+00dB,-1.09211575727263e+02°)
6.76082975391974e+03	(-7.12540219249001e+00dB,-1.10745110540256e+02°)
6.91830970918928e+03	(-7.41576090533722e+00dB,-1.12258033240417e+02°)
7.07945784384129e+03	(-7.71175109081440e+00dB,-1.13749371852917e+02°)
7.24435960074981e+03	(-8.01316308789884e+00dB,-1.15218264350150e+02°)
7.41310241300908e+03	(-8.31978442428218e+00dB,-1.16663957087849e+02°)
7.58577575029174e+03	(-8.63140128483706e+00dB,-1.18085802228691e+02°)
7.76247116628682e+03	(-8.94779986879717e+00dB,-1.19483254292489e+02°)
7.94328234724272e+03	(-9.26876762617726e+00dB,-1.20855865974907e+02°)
8.12830516164089e+03	(-9.59409436764934e+00dB,-1.22203283375211e+02°)
8.31763771102661e+03	(-9.92357324543370e+00dB,-1.23525240768374e+02°)
8.51138038202366e+03	(-1.02570016056969e+01dB,-1.24821555048730e+02°)
8.70963589956070e+03	(-1.05941817154388e+01dB,-1.26092119962143e+02°)
8.91250938133734e+03	(-1.09349213688881e+01dB,-1.27336900231828e+02°)
9.12010839355898e+03	(-1.12790343800182e+01dB,-1.28555925670379e+02°)
9.33254300796979e+03	(-1.16263409689746e+01dB,-1.29749285357647e+02°)
9.54992586021424e+03	(-1.19766680510011e+01dB,-1.30917121951356e+02°)
9.77237220955798e+03	(-1.23298494369179e+01dB,-1.32059626185086e+02°)
9.99999999999987e+03	(-1.26857259543788e+01dB,-1.33177031596851e+02°)
1.02329299228074e+04	(-1.30441454990734e+01dB,-1.34269609520964e+02°)
1.04712854805089e+04	(-1.34049630247886e+01dB,-1.35337664366528e+02°)
1.07151930523759e+04	(-1.37680404808397e+01dB,-1.36381529197596e+02°)
1.09647819614317e+04	(-1.41332467048752e+01dB,-1.37401561622947e+02°)
1.12201845430195e+04	(-1.45004572784739e+01dB,-1.38398139997375e+02°)
1.14815362149687e+04	(-1.48695543523279e+01dB,-1.39371659931424e+02°)
1.17489755493951e+04	(-1.52404264471571e+01dB,-1.40322531102457e+02°)
1.20226443461740e+04	(-1.56129682358554e+01dB,-1.41251174356802e+02°)
1.23026877081237e+04	(-1.59870803117349e+01dB,-1.42158019090303e+02°)
1.25892541179415e+04	(-1.63626689471339e+01dB,-1.43043500892881e+02°)
1.28824955169312e+04	(-1.67396458460816e+01dB,-1.43908059441563e+02°)
1.31825673855639e+04	(-1.71179278941872e+01dB,-1.44752136625729e+02°)
1.34896288259164e+04	(-1.74974369084330e+01dB,-1.45576174888084e+02°)
1.38038426460287e+04	(-1.78780993891151e+01dB,-1.46380615764871e+02°)
1.41253754462274e+04	(-1.82598462757776e+01dB,-1.47165898609165e+02°)
1.44543977074591e+04	(-1.86426127086367e+01dB,-1.47932459481573e+02°)
1.47910838816819e+04	(-1.90263377966813e+01dB,-1.48680730193309e+02°)
1.51356124843619e+04	(-1.94109643933669e+01dB,-1.49411137487376e+02°)
1.54881661891246e+04	(-1.97964388805839e+01dB,-1.50124102344391e+02°)
1.58489319246109e+04	(-2.01827109613835e+01dB,-1.50820039400475e+02°)
1.62181009735891e+04	(-2.05697334617697e+01dB,-1.51499356465479e+02°)
1.65958690743754e+04	(-2.09574621417251e+01dB,-1.52162454130731e+02°)
1.69824365246172e+04	(-2.13458555155165e+01dB,-1.52809725456321e+02°)
1.73780082874935e+04	(-2.17348746812269e+01dB,-1.53441555728801e+02°)
1.77827941003890e+04	(-2.21244831593823e+01dB,-1.54058322280959e+02°)
1.81970085860996e+04	(-2.25146467404751e+01dB,-1.54660394366102e+02°)
1.86208713666284e+04	(-2.29053333411354e+01dB,-1.55248133079985e+02°)
1.90546071796322e+04	(-2.32965128686672e+01dB,-1.55821891324207e+02°)
1.94984459975802e+04	(-2.36881570936308e+01dB,-1.56382013805503e+02°)
1.99526231496885e+04	(-2.40802395301416e+01dB,-1.56928837065939e+02°)
2.04173794466950e+04	(-2.44727353235346e+01dB,-1.57462689539561e+02°)
2.08929613085401e+04	(-2.48656211450449e+01dB,-1.57983891631512e+02°)
2.13796208950220e+04	(-2.52588750931470e+01dB,-1.58492755816087e+02°)
2.18776162394952e+04	(-2.56524766012012e+01dB,-1.58989586750599e+02°)
2.23872113856831e+04	(-2.60464063510602e+01dB,-1.59474681402275e+02°)
2.29086765276774e+04	(-2.64406461922976e+01dB,-1.59948329185772e+02°)
2.34422881531989e+04	(-2.68351790667279e+01dB,-1.60410812109142e+02°)
2.39883291901946e+04	(-2.72299889379023e+01dB,-1.60862404926400e+02°)
2.45470891568500e+04	(-2.76250607252748e+01dB,-1.61303375295044e+02°)
2.51188643150954e+04	(-2.80203802427464e+01dB,-1.61733983937112e+02°)
2.57039578276883e+04	(-2.84159341413109e+01dB,-1.62154484802554e+02°)
2.63026799189534e+04	(-2.88117098555368e+01dB,-1.62565125233844e+02°)
2.69153480392688e+04	(-2.92076955536366e+01dB,-1.62966146130948e+02°)
2.75422870333813e+04	(-2.96038800908853e+01dB,-1.63357782115838e+02°)
2.81838293126441e+04	(-3.00002529661667e+01dB,-1.63740261695938e+02°)
2.88403150312656e+04	(-3.03968042814365e+01dB,-1.64113807425908e+02°)
2.95120922666634e+04	(-3.07935247039064e+01dB,-1.64478636067333e+02°)
3.01995172040197e+04	(-3.11904054307616e+01dB,-1.64834958745924e+02°)
3.09029543251354e+04	(-3.15874381562417e+01dB,-1.65182981105926e+02°)
3.16227766016833e+04	(-3.19846150409201e+01dB,-1.65522903461477e+02°)
3.23593656929623e+04	(-3.23819286830316e+01dB,-1.65854920944724e+02°)
3.31131121482586e+04	(-3.27793720917065e+01dB,-1.66179223650560e+02°)
3.38844156139197e+04	(-3.31769386619790e+01dB,-1.66495996777847e+02°)
3.46736850452526e+04	(-3.35746221514470e+01dB,-1.66805420767079e+02°)
3.54813389233570e+04	(-3.39724166584683e+01dB,-1.67107671434410e+02°)
3.63078054770096e+04	(-3.43703166017866e+01dB,-1.67402920102062e+02°)
3.71535229097167e+04	(-3.47683167014890e+01dB,-1.67691333725076e+02°)
3.80189396320555e+04	(-3.51664119612000e+01dB,-1.67973075014460e+02°)
3.89045144994275e+04	(-3.55645976514295e+01dB,-1.68248302556743e+02°)
3.98107170553491e+04	(-3.59628692939926e+01dB,-1.68517170930006e+02°)
4.07380277804107e+04	(-3.63612226474274e+01dB,-1.68779830816419e+02°)
4.16869383470329e+04	(-3.67596536933429e+01dB,-1.69036429111382e+02°)
4.26579518801586e+04	(-3.71581586236325e+01dB,-1.69287109029318e+02°)
4.36515832240159e+04	(-3.75567338284932e+01dB,-1.69532010206208e+02°)
4.46683592150956e+04	(-3.79553758851962e+01dB,-1.69771268798947e+02°)
4.57088189614868e+04	(-3.83540815475574e+01dB,-1.70005017581609e+02°)
4.67735141287191e+04	(-3.87528477360598e+01dB,-1.70233386038699e+02°)
4.78630092322631e+04	(-3.91516715285846e+01dB,-1.70456500455497e+02°)
4.89778819368439e+04	(-3.95505501517095e+01dB,-1.70674484005557e+02°)
5.01187233627264e+04	(-3.99494809725362e+01dB,-1.70887456835479e+02°)
5.12861383991357e+04	(-4.03484614910114e+01dB,-1.71095536147014e+02°)
5.24807460249764e+04	(-4.07474893327100e+01dB,-1.71298836276611e+02°)
5.37031796370244e+04	(-4.11465622420475e+01dB,-1.71497468772473e+02°)
5.49540873857616e+04	(-4.15456780758968e+01dB,-1.71691542469221e+02°)
5.62341325190340e+04	(-4.19448347975789e+01dB,-1.71881163560238e+02°)
5.75439937337148e+04	(-4.23440304712070e+01dB,-1.72066435667776e+02°)
5.88843655355580e+04	(-4.27432632563587e+01dB,-1.72247459910906e+02°)
6.02559586074348e+04	(-4.31425314030564e+01dB,-1.72424334971379e+02°)
6.16595001861472e+04	(-4.35418332470356e+01dB,-1.72597157157485e+02°)
6.30957344480183e+04	(-4.39411672052837e+01dB,-1.72766020465964e+02°)
6.45654229034645e+04	(-4.43405317718309e+01dB,-1.72931016642055e+02°)
6.60693448007586e+04	(-4.47399255137791e+01dB,-1.73092235237731e+02°)
6.76082975391971e+04	(-4.51393470675522e+01dB,-1.73249763668202e+02°)
6.91830970918925e+04	(-4.55387951353557e+01dB,-1.73403687266737e+02°)
7.07945784384127e+04	(-4.59382684818320e+01dB,-1.73554089337861e+02°)
7.24435960074979e+04	(-4.63377659308990e+01dB,-1.73701051209000e+02°)
7.41310241300906e+04	(-4.67372863627622e+01dB,-1.73844652280609e+02°)
7.58577575029172e+04	(-4.71368287110885e+01dB,-1.73984970074853e+02°)
7.76247116628679e+04	(-4.75363919603328e+01dB,-1.74122080282880e+02°)
7.94328234724269e+04	(-4.79359751432080e+01dB,-1.74256056810743e+02°)
8.12830516164086e+04	(-4.83355773382908e+01dB,-1.74386971824012e+02°)
8.31763771102658e+04	(-4.87351976677535e+01dB,-1.74514895791122e+02°)
8.51138038202363e+04	(-4.91348352952164e+01dB,-1.74639897525506e+02°)
8.70963589956067e+04	(-4.95344894237130e+01dB,-1.74762044226545e+02°)
8.91250938133731e+04	(-4.99341592937609e+01dB,-1.74881401519388e+02°)
9.12010839355895e+04	(-5.03338441815340e+01dB,-1.74998033493659e+02°)
9.33254300796976e+04	(-5.07335433971285e+01dB,-1.75112002741115e+02°)
9.54992586021420e+04	(-5.11332562829184e+01dB,-1.75223370392266e+02°)
9.77237220955795e+04	(-5.15329822119955e+01dB,-1.75332196152004e+02°)
9.99999999999984e+04	(-5.19327205866887e+01dB,-1.75438538334276e+02°)
1.02329299228074e+05	(-5.23324708371588e+01dB,-1.75542453895816e+02°)
1.04712854805088e+05	(-5.27322324200640e+01dB,-1.75643998468981e+02°)
1.07151930523759e+05	(-5.31320048172930e+01dB,-1.75743226393721e+02°)
1.09647819614317e+05	(-5.35317875347613e+01dB,-1.75840190748696e+02°)
1.12201845430195e+05	(-5.39315801012679e+01dB,-1.75934943381577e+02°)
1.14815362149686e+05	(-5.43313820674084e+01dB,-1.76027534938559e+02°)
1.17489755493951e+05	(-5.47311930045430e+01dB,-1.76118014893104e+02°)
1.20226443461739e+05	(-5.51310125038141e+01dB,-1.76206431573935e+02°)
1.23026877081236e+05	(-5.55308401752132e+01dB,-1.76292832192315e+02°)
1.25892541179415e+05	(-5.59306756466933e+01dB,-1.76377262868625e+02°)
1.28824955169311e+05	(-5.63305185633248e+01dB,-1.76459768658258e+02°)
1.31825673855639e+05	(-5.67303685864923e+01dB,-1.76540393576861e+02°)
1.34896288259163e+05	(-5.71302253931305e+01dB,-1.76619180624929e+02°)
1.38038426460286e+05	(-5.75300886749970e+01dB,-1.76696171811791e+02°)
1.41253754462273e+05	(-5.79299581379808e+01dB,-1.76771408178980e+02°)
1.44543977074590e+05	(-5.83298335014430e+01dB,-1.76844929823026e+02°)
1.47910838816818e+05	(-5.87297144975906e+01dB,-1.76916775917678e+02°)
1.51356124843618e+05	(-5.91296008708785e+01dB,-1.76986984735574e+02°)
1.54881661891246e+05	(-5.95294923774420e+01dB,-1.77055593669374e+02°)
1.58489319246109e+05	(-5.99293887845548e+01dB,-1.77122639252370e+02°)
1.62181009735890e+05	(-6.03292898701139e+01dB,-1.77188157178590e+02°)
1.65958690743753e+05	(-6.07291954221477e+01dB,-1.77252182322412e+02°)
1.69824365246172e+05	(-6.11291052383487e+01dB,-1.77314748757690e+02°)
1.73780082874935e+05	(-6.15290191256278e+01dB,-1.77375889776423e+02°)
1.77827941003889e+05	(-6.19289368996887e+01dB,-1.77435637906962e+02°)
1.81970085860995e+05	(-6.23288583846240e+01dB,-1.77494024931779e+02°)
1.86208713666284e+05	(-6.27287834125289e+01dB,-1.77551081904810e+02°)
1.90546071796322e+05	(-6.31287118231335e+01dB,-1.77606839168369e+02°)
1.94984459975801e+05	(-6.35286434634527e+01dB,-1.77661326369666e+02°)
1.99526231496885e+05	(-6.39285781874515e+01dB,-1.77714572476921e+02°)
2.04173794466949e+05	(-6.43285158557271e+01dB,-1.77766605795094e+02°)
2.08929613085400e+05	(-6.47284563352047e+01dB,-1.77817453981241e+02°)
2.13796208950220e+05	(-6.51283994988482e+01dB,-1.77867144059500e+02°)
2.18776162394952e+05	(-6.55283452253839e+01dB,-1.77915702435718e+02°)
2.23872113856830e+05	(-6.59282933990376e+01dB,-1.77963154911742e+02°)
2.29086765276773e+05	(-6.63282439092828e+01dB,-1.78009526699355e+02°)
2.34422881531988e+05	(-6.67281966506019e+01dB,-1.78054842433891e+02°)
2.39883291901945e+05	(-6.71281515222574e+01dB,-1.78099126187532e+02°)
2.45470891568499e+05	(-6.75281084280741e+01dB,-1.78142401482277e+02°)
2.51188643150954e+05	(-6.79280672762313e+01dB,-1.78184691302621e+02°)
2.57039578276882e+05	(-6.83280279790645e+01dB,-1.78226018107924e+02°)
2.63026799189534e+05	(-6.87279904528763e+01dB,-1.78266403844497e+02°)
2.69153480392687e+05	(-6.91279546177558e+01dB,-1.78305869957398e+02°)
2.75422870333812e+05	(-6.95279203974069e+01dB,-1.78344437401957e+02°)
2.81838293126440e+05	(-6.99278877189835e+01dB,-1.78382126655026e+02°)
2.88403150312656e+05	(-7.03278565129329e+01dB,-1.78418957725971e+02°)
2.95120922666633e+05	(-7.07278267128466e+01dB,-1.78454950167405e+02°)
3.01995172040196e+05	(-7.11277982553174e+01dB,-1.78490123085668e+02°)
3.09029543251354e+05	(-7.15277710798029e+01dB,-1.78524495151069e+02°)
3.16227766016832e+05	(-7.19277451284961e+01dB,-1.78558084607880e+02°)
3.23593656929623e+05	(-7.23277203462012e+01dB,-1.78590909284112e+02°)
3.31131121482585e+05	(-7.27276966802150e+01dB,-1.78622986601046e+02°)
3.38844156139197e+05	(-7.31276740802143e+01dB,-1.78654333582559e+02°)
3.46736850452526e+05	(-7.35276524981478e+01dB,-1.78684966864222e+02°)
3.54813389233569e+05	(-7.39276318881336e+01dB,-1.78714902702194e+02°)
3.63078054770095e+05	(-7.43276122063605e+01dB,-1.78744156981909e+02°)
3.71535229097166e+05	(-7.47275934109947e+01dB,-1.78772745226558e+02°)
3.80189396320555e+05	(-7.51275754620902e+01dB,-1.78800682605379e+02°)
3.89045144994274e+05	(-7.55275583215032e+01dB,-1.78827983941753e+02°)
3.98107170553490e+05	(-7.59275419528109e+01dB,-1.78854663721117e+02°)
4.07380277804106e+05	(-7.63275263212335e+01dB,-1.78880736098688e+02°)
4.16869383470328e+05	(-7.67275113935600e+01dB,-1.78906214907015e+02°)
4.26579518801585e+05	(-7.71274971380772e+01dB,-1.78931113663352e+02°)
4.36515832240158e+05	(-7.75274835245021e+01dB,-1.78955445576866e+02°)
4.46683592150955e+05	(-7.79274705239172e+01dB,-1.78979223555674e+02°)
4.57088189614867e+05	(-7.83274581087088e+01dB,-1.79002460213723e+02°)
4.67735141287190e+05	(-7.87274462525085e+01dB,-1.79025167877505e+02°)
4.78630092322630e+05	(-7.91274349301363e+01dB,-1.79047358592629e+02°)
4.89778819368438e+05	(-7.95274241175474e+01dB,-1.79069044130225e+02°)
5.01187233627263e+05	(-7.99274137917808e+01dB,-1.79090235993222e+02°)
5.12861383991356e+05	(-8.03274039309105e+01dB,-1.79110945422461e+02°)
5.24807460249763e+05	(-8.07273945139986e+01dB,-1.79131183402682e+02°)
5.37031796370243e+05	(-8.11273855210507e+01dB,-1.79150960668367e+02°)
5.49540873857615e+05	(-8.15273769329738e+01dB,-1.79170287709454e+02°)
5.62341325190339e+05	(-8.19273687315348e+01dB,-1.79189174776913e+02°)
5.75439937337147e+05	(-8.23273608993225e+01dB,-1.79207631888198e+02°)
5.88843655355579e+05	(-8.27273534197100e+01dB,-1.79225668832579e+02°)
6.02559586074347e+05	(-8.31273462768196e+01dB,-1.79243295176340e+02°)
6.16595001861471e+05	(-8.35273394554889e+01dB,-1.79260520267872e+02°)
6.30957344480182e+05	(-8.39273329412386e+01dB,-1.79277353242635e+02°)
6.45654229034644e+05	(-8.43273267202416e+01dB,-1.79293803028020e+02°)
6.60693448007584e+05	(-8.47273207792938e+01dB,-1.79309878348089e+02°)
6.76082975391970e+05	(-8.51273151057857e+01dB,-1.79325587728215e+02°)
6.91830970918924e+05	(-8.55273096876760e+01dB,-1.79340939499608e+02°)
7.07945784384125e+05	(-8.59273045134655e+01dB,-1.79355941803743e+02°)
7.24435960074977e+05	(-8.63272995721731e+01dB,-1.79370602596686e+02°)
7.41310241300904e+05	(-8.67272948533122e+01dB,-1.79384929653319e+02°)
7.58577575029170e+05	(-8.71272903468684e+01dB,-1.79398930571471e+02°)
7.76247116628678e+05	(-8.75272860432786e+01dB,-1.79412612775951e+02°)
7.94328234724267e+05	(-8.79272819334101e+01dB,-1.79425983522494e+02°)
8.12830516164085e+05	(-8.83272780085415e+01dB,-1.79439049901611e+02°)
8.31763771102656e+05	(-8.87272742603443e+01dB,-1.79451818842356e+02°)
8.51138038202361e+05	(-8.91272706808649e+01dB,-1.79464297116006e+02°)
8.70963589956065e+05	(-8.95272672625078e+01dB,-1.79476491339654e+02°)
8.91250938133729e+05	(-8.99272639980197e+01dB,-1.79488407979722e+02°)
9.12010839355893e+05	(-9.03272608804738e+01dB,-1.79500053355395e+02°)
9.33254300796974e+05	(-9.07272579032552e+01dB,-1.79511433641975e+02°)
9.54992586021419e+05	(-9.11272550600468e+01dB,-1.79522554874160e+02°)
9.77237220955793e+05	(-9.15272523448161e+01dB,-1.79533422949244e+02°)
1.00000000000000e+06	(-9.19272497518023e+01dB,-1.79544043630251e+02°)
